GI,GenBank Accession,UniProt Accession,UniProt Entry ID
,ABJ54714.1,A0A0H2ZP97,A0A0H2ZP97_STRP2
,ABJ54937.1,A0A0H2ZP98,A0A0H2ZP98_STRP2
,ABJ54550.1,A0A0H2ZP99,A0A0H2ZP99_STRP2
,ABJ54465.1,A0A0H2ZPA0,A0A0H2ZPA0_STRP2
,ABJ55068.1,A0A0H2ZPA1,A0A0H2ZPA1_STRP2
,ABJ54945.1,A0A0H2ZPA2,A0A0H2ZPA2_STRP2
,ABJ54720.1,A0A0H2ZPA3,A0A0H2ZPA3_STRP2
,ABJ54472.1,A0A0H2ZPA4,A0A0H2ZPA4_STRP2
,ABJ54556.1,A0A0H2ZPA5,A0A0H2ZPA5_STRP2
,ABJ54951.1,A0A0H2ZPA6,A0A0H2ZPA6_STRP2
,ABJ55073.1,A0A0H2ZPA7,A0A0H2ZPA7_STRP2
,ABJ54478.1,A0A0H2ZPA8,A0A0H2ZPA8_STRP2
,ABJ54725.1,A0A0H2ZPA9,A0A0H2ZPA9_STRP2
,ABJ54562.1,A0A0H2ZPB0,A0A0H2ZPB0_STRP2
,ABJ54958.1,A0A0H2ZPB1,A0A0H2ZPB1_STRP2
,ABJ54485.1,A0A0H2ZPB2,A0A0H2ZPB2_STRP2
,ABJ55079.1,A0A0H2ZPB3,A0A0H2ZPB3_STRP2
,ABJ54730.1,A0A0H2ZPB5,A0A0H2ZPB5_STRP2
,ABJ54567.1,A0A0H2ZPB6,A0A0H2ZPB6_STRP2
,ABJ54492.1,A0A0H2ZPB7,A0A0H2ZPB7_STRP2
,ABJ54970.1,A0A0H2ZPB8,A0A0H2ZPB8_STRP2
,ABJ55085.1,A0A0H2ZPB9,A0A0H2ZPB9_STRP2
,ABJ54499.1,A0A0H2ZPC0,A0A0H2ZPC0_STRP2
,ABJ54736.1,A0A0H2ZPC1,A0A0H2ZPC1_STRP2
,ABJ54504.1,A0A0H2ZPC4,A0A0H2ZPC4_STRP2
,ABJ55090.1,A0A0H2ZPC5,A0A0H2ZPC5_STRP2
,ABJ54743.1,A0A0H2ZPC6,A0A0H2ZPC6_STRP2
,ABJ54982.1,A0A0H2ZPC7,A0A0H2ZPC7_STRP2
,ABJ54510.1,A0A0H2ZPC9,A0A0H2ZPC9_STRP2
,ABJ55096.1,A0A0H2ZPD0,A0A0H2ZPD0_STRP2
,ABJ54987.1,A0A0H2ZPD1,A0A0H2ZPD1_STRP2
,ABJ54750.1,A0A0H2ZPD2,A0A0H2ZPD2_STRP2
,ABJ54516.1,A0A0H2ZPD5,A0A0H2ZPD5_STRP2
,ABJ54592.1,A0A0H2ZPD8,A0A0H2ZPD8_STRP2
,ABJ54998.1,A0A0H2ZPD9,A0A0H2ZPD9_STRP2
,ABJ55003.1,A0A0H2ZPE2,A0A0H2ZPE2_STRP2
,ABJ54597.1,A0A0H2ZPE3,A0A0H2ZPE3_STRP2
,ABJ54762.1,A0A0H2ZPE4,A0A0H2ZPE4_STRP2
,ABJ54530.1,A0A0H2ZPE5,A0A0H2ZPE5_STRP2
,ABJ55113.1,A0A0H2ZPE6,A0A0H2ZPE6_STRP2
,ABJ55008.1,A0A0H2ZPE7,A0A0H2ZPE7_STRP2
,ABJ54602.1,A0A0H2ZPE8,A0A0H2ZPE8_STRP2
,ABJ54536.1,A0A0H2ZPE9,A0A0H2ZPE9_STRP2
,ABJ55119.1,A0A0H2ZPF1,A0A0H2ZPF1_STRP2
,ABJ55013.1,A0A0H2ZPF2,A0A0H2ZPF2_STRP2
,ABJ54541.1,A0A0H2ZPF3,A0A0H2ZPF3_STRP2
,ABJ54609.1,A0A0H2ZPF4,A0A0H2ZPF4_STRP2
,ABJ55019.1,A0A0H2ZPF5,A0A0H2ZPF5_STRP2
,ABJ54547.1,A0A0H2ZPF7,A0A0H2ZPF7_STRP2
,ABJ54776.1,A0A0H2ZPF8,A0A0H2ZPF8_STRP2
,ABJ55025.1,A0A0H2ZPF9,A0A0H2ZPF9_STRP2
,ABJ54614.1,A0A0H2ZPG0,A0A0H2ZPG0_STRP2
,ABJ55132.1,A0A0H2ZPG1,A0A0H2ZPG1_STRP2
,ABJ54783.1,A0A0H2ZPG4,A0A0H2ZPG4_STRP2
,ABJ55138.1,A0A0H2ZPG8,A0A0H2ZPG8_STRP2
,ABJ55045.1,A0A0H2ZPH0,A0A0H2ZPH0_STRP2
,ABJ54789.1,A0A0H2ZPH1,A0A0H2ZPH1_STRP2
,ABJ55143.1,A0A0H2ZPH3,A0A0H2ZPH3_STRP2
,ABJ55054.1,A0A0H2ZPH5,A0A0H2ZPH5_STRP2
,ABJ55061.1,A0A0H2ZPH7,A0A0H2ZPH7_STRP2
,ABJ54575.1,A0A0H2ZPH8,A0A0H2ZPH8_STRP2
,ABJ55149.1,A0A0H2ZPH9,A0A0H2ZPH9_STRP2
,ABJ54633.1,A0A0H2ZPI0,A0A0H2ZPI0_STRP2
,ABJ54583.1,A0A0H2ZPI1,A0A0H2ZPI1_STRP2
,ABJ55067.1,A0A0H2ZPI2,A0A0H2ZPI2_STRP2
,ABJ54801.1,A0A0H2ZPI3,A0A0H2ZPI3_STRP2
,ABJ55155.1,A0A0H2ZPI4,A0A0H2ZPI4_STRP2
,ABJ54588.1,A0A0H2ZPI6,A0A0H2ZPI6_STRP2
,ABJ55072.1,A0A0H2ZPI7,A0A0H2ZPI7_STRP2
,ABJ55162.1,A0A0H2ZPI9,A0A0H2ZPI9_STRP2
,ABJ55078.1,A0A0H2ZPJ0,A0A0H2ZPJ0_STRP2
,ABJ54594.1,A0A0H2ZPJ1,A0A0H2ZPJ1_STRP2
,ABJ54647.1,A0A0H2ZPJ2,A0A0H2ZPJ2_STRP2
,ABJ55084.1,A0A0H2ZPJ3,A0A0H2ZPJ3_STRP2
,ABJ55169.1,A0A0H2ZPJ4,A0A0H2ZPJ4_STRP2
,ABJ54811.1,A0A0H2ZPJ6,A0A0H2ZPJ6_STRP2
,ABJ54652.1,A0A0H2ZPJ7,A0A0H2ZPJ7_STRP2
,ABJ55089.1,A0A0H2ZPJ8,A0A0H2ZPJ8_STRP2
,ABJ54604.1,A0A0H2ZPJ9,A0A0H2ZPJ9_STRP2
,ABJ55174.1,A0A0H2ZPK0,A0A0H2ZPK0_STRP2
,ABJ54816.1,A0A0H2ZPK1,A0A0H2ZPK1_STRP2
,ABJ54658.1,A0A0H2ZPK2,A0A0H2ZPK2_STRP2
,ABJ55095.1,A0A0H2ZPK3,A0A0H2ZPK3_STRP2
,ABJ55180.1,A0A0H2ZPK5,A0A0H2ZPK5_STRP2
,ABJ54663.1,A0A0H2ZPK6,A0A0H2ZPK6_STRP2
,ABJ55101.1,A0A0H2ZPK8,A0A0H2ZPK8_STRP2
,ABJ55185.1,A0A0H2ZPK9,A0A0H2ZPK9_STRP2
,ABJ54616.1,A0A0H2ZPL0,A0A0H2ZPL0_STRP2
,ABJ55107.1,A0A0H2ZPL1,A0A0H2ZPL1_STRP2
,ABJ55193.1,A0A0H2ZPL2,A0A0H2ZPL2_STRP2
,ABJ54669.1,A0A0H2ZPL3,A0A0H2ZPL3_STRP2
,ABJ54623.1,A0A0H2ZPL4,A0A0H2ZPL4_STRP2
,ABJ54828.1,A0A0H2ZPL5,A0A0H2ZPL5_STRP2
,ABJ55112.1,A0A0H2ZPL6,A0A0H2ZPL6_STRP2
,ABJ55200.1,A0A0H2ZPL7,A0A0H2ZPL7_STRP2
,ABJ54630.1,A0A0H2ZPL8,A0A0H2ZPL8_STRP2
,ABJ54674.1,A0A0H2ZPL9,A0A0H2ZPL9_STRP2
,ABJ55118.1,A0A0H2ZPM1,A0A0H2ZPM1_STRP2
,ABJ55206.1,A0A0H2ZPM2,A0A0H2ZPM2_STRP2
,ABJ54636.1,A0A0H2ZPM3,A0A0H2ZPM3_STRP2
,ABJ54680.1,A0A0H2ZPM4,A0A0H2ZPM4_STRP2
,ABJ55124.1,A0A0H2ZPM5,A0A0H2ZPM5_STRP2
,ABJ54642.1,A0A0H2ZPM7,A0A0H2ZPM7_STRP2
,ABJ55217.1,A0A0H2ZPN0,A0A0H2ZPN0_STRP2
,ABJ54649.1,A0A0H2ZPN2,A0A0H2ZPN2_STRP2
,ABJ54847.1,A0A0H2ZPN4,A0A0H2ZPN4_STRP2
,ABJ55222.1,A0A0H2ZPN5,A0A0H2ZPN5_STRP2
,ABJ54690.1,A0A0H2ZPN6,A0A0H2ZPN6_STRP2
,ABJ54654.1,A0A0H2ZPN7,A0A0H2ZPN7_STRP2
,ABJ55228.1,A0A0H2ZPN9,A0A0H2ZPN9_STRP2
,ABJ54852.1,A0A0H2ZPP0,A0A0H2ZPP0_STRP2
,ABJ54698.1,A0A0H2ZPP1,A0A0H2ZPP1_STRP2
,ABJ54660.1,A0A0H2ZPP2,A0A0H2ZPP2_STRP2
,ABJ55148.1,A0A0H2ZPP3,A0A0H2ZPP3_STRP2
,ABJ55233.1,A0A0H2ZPP4,A0A0H2ZPP4_STRP2
,ABJ54858.1,A0A0H2ZPP5,A0A0H2ZPP5_STRP2
,ABJ54665.1,A0A0H2ZPP7,A0A0H2ZPP7_STRP2
,ABJ55154.1,A0A0H2ZPP8,A0A0H2ZPP8_STRP2
,ABJ55244.1,A0A0H2ZPP9,A0A0H2ZPP9_STRP2
,ABJ54671.1,A0A0H2ZPQ1,A0A0H2ZPQ1_STRP2
,ABJ55161.1,A0A0H2ZPQ3,A0A0H2ZPQ3_STRP2
,ABJ55249.1,A0A0H2ZPQ4,A0A0H2ZPQ4_STRP2
,ABJ54676.1,A0A0H2ZPQ6,A0A0H2ZPQ6_STRP2
,ABJ54713.1,A0A0H2ZPQ8,A0A0H2ZPQ8_STRP2
,ABJ54682.1,A0A0H2ZPR0,A0A0H2ZPR0_STRP2
,ABJ55173.1,A0A0H2ZPR1,A0A0H2ZPR1_STRP2
,ABJ55260.1,A0A0H2ZPR3,A0A0H2ZPR3_STRP2
,ABJ55178.1,A0A0H2ZPR4,A0A0H2ZPR4_STRP2
,ABJ54687.1,A0A0H2ZPR5,A0A0H2ZPR5_STRP2
,ABJ55265.1,A0A0H2ZPR6,A0A0H2ZPR6_STRP2
,ABJ54724.1,A0A0H2ZPR7,A0A0H2ZPR7_STRP2
,ABJ55270.1,A0A0H2ZPR9,A0A0H2ZPR9_STRP2
,ABJ54729.1,A0A0H2ZPS1,A0A0H2ZPS1_STRP2
,ABJ55192.1,A0A0H2ZPS2,A0A0H2ZPS2_STRP2
,ABJ55275.1,A0A0H2ZPS3,A0A0H2ZPS3_STRP2
,ABJ54700.1,A0A0H2ZPS4,A0A0H2ZPS4_STRP2
,ABJ54735.1,A0A0H2ZPS6,A0A0H2ZPS6_STRP2
,ABJ54705.1,A0A0H2ZPS8,A0A0H2ZPS8_STRP2
,ABJ55205.1,A0A0H2ZPS9,A0A0H2ZPS9_STRP2
,ABJ55285.1,A0A0H2ZPT1,A0A0H2ZPT1_STRP2
,ABJ54874.1,A0A0H2ZPT2,A0A0H2ZPT2_STRP2
,ABJ54710.1,A0A0H2ZPT3,A0A0H2ZPT3_STRP2
,ABJ55210.1,A0A0H2ZPT4,A0A0H2ZPT4_STRP2
,ABJ54880.1,A0A0H2ZPT7,A0A0H2ZPT7_STRP2
,ABJ54715.1,A0A0H2ZPT8,A0A0H2ZPT8_STRP2
,ABJ55216.1,A0A0H2ZPT9,A0A0H2ZPT9_STRP2
,ABJ55297.1,A0A0H2ZPU0,A0A0H2ZPU0_STRP2
,ABJ54887.1,A0A0H2ZPU1,A0A0H2ZPU1_STRP2
,ABJ54756.1,A0A0H2ZPU2,A0A0H2ZPU2_STRP2
,ABJ54893.1,A0A0H2ZPU4,A0A0H2ZPU4_STRP2
,ABJ54721.1,A0A0H2ZPU5,A0A0H2ZPU5_STRP2
,ABJ55303.1,A0A0H2ZPU6,A0A0H2ZPU6_STRP2
,ABJ54761.1,A0A0H2ZPU7,A0A0H2ZPU7_STRP2
,ABJ54898.1,A0A0H2ZPU8,A0A0H2ZPU8_STRP2
,ABJ55227.1,A0A0H2ZPU9,A0A0H2ZPU9_STRP2
,ABJ55308.1,A0A0H2ZPV0,A0A0H2ZPV0_STRP2
,ABJ54726.1,A0A0H2ZPV1,A0A0H2ZPV1_STRP2
,ABJ54768.1,A0A0H2ZPV2,A0A0H2ZPV2_STRP2
,ABJ54903.1,A0A0H2ZPV3,A0A0H2ZPV3_STRP2
,ABJ54732.1,A0A0H2ZPV6,A0A0H2ZPV6_STRP2
,ABJ54775.1,A0A0H2ZPV7,A0A0H2ZPV7_STRP2
,ABJ55318.1,A0A0H2ZPV9,A0A0H2ZPV9_STRP2
,ABJ54737.1,A0A0H2ZPW0,A0A0H2ZPW0_STRP2
,ABJ55241.1,A0A0H2ZPW1,A0A0H2ZPW1_STRP2
,ABJ54781.1,A0A0H2ZPW2,A0A0H2ZPW2_STRP2
,ABJ54744.1,A0A0H2ZPW4,A0A0H2ZPW4_STRP2
,ABJ54925.1,A0A0H2ZPW8,A0A0H2ZPW8_STRP2
,ABJ54751.1,A0A0H2ZPW9,A0A0H2ZPW9_STRP2
,ABJ55253.1,A0A0H2ZPX0,A0A0H2ZPX0_STRP2
,ABJ54793.1,A0A0H2ZPX1,A0A0H2ZPX1_STRP2
,ABJ54935.1,A0A0H2ZPX3,A0A0H2ZPX3_STRP2
,ABJ54800.1,A0A0H2ZPX6,A0A0H2ZPX6_STRP2
,ABJ54941.1,A0A0H2ZPX7,A0A0H2ZPX7_STRP2
,ABJ55264.1,A0A0H2ZPX9,A0A0H2ZPX9_STRP2
,ABJ54805.1,A0A0H2ZPY1,A0A0H2ZPY1_STRP2
,ABJ54763.1,A0A0H2ZPY2,A0A0H2ZPY2_STRP2
,ABJ55342.1,A0A0H2ZPY3,A0A0H2ZPY3_STRP2
,ABJ55269.1,A0A0H2ZPY4,A0A0H2ZPY4_STRP2
,ABJ55274.1,A0A0H2ZPY8,A0A0H2ZPY8_STRP2
,ABJ54963.1,A0A0H2ZPY9,A0A0H2ZPY9_STRP2
,ABJ55347.1,A0A0H2ZPZ0,A0A0H2ZPZ0_STRP2
,ABJ55279.1,A0A0H2ZPZ2,A0A0H2ZPZ2_STRP2
,ABJ54968.1,A0A0H2ZPZ4,A0A0H2ZPZ4_STRP2
,ABJ55284.1,A0A0H2ZPZ6,A0A0H2ZPZ6_STRP2
,ABJ54784.1,A0A0H2ZPZ9,A0A0H2ZPZ9_STRP2
,ABJ55290.1,A0A0H2ZQ00,A0A0H2ZQ00_STRP2
,ABJ55357.1,A0A0H2ZQ01,A0A0H2ZQ01_STRP2
,ABJ54827.1,A0A0H2ZQ03,A0A0H2ZQ03_STRP2
,ABJ54980.1,A0A0H2ZQ05,A0A0H2ZQ05_STRP2
,ABJ55302.1,A0A0H2ZQ06,A0A0H2ZQ06_STRP2
,ABJ55307.1,A0A0H2ZQ08,A0A0H2ZQ08_STRP2
,ABJ54796.1,A0A0H2ZQ11,A0A0H2ZQ11_STRP2
,ABJ54990.1,A0A0H2ZQ15,A0A0H2ZQ15_STRP2
,ABJ55317.1,A0A0H2ZQ16,A0A0H2ZQ16_STRP2
,ABJ55323.1,A0A0H2ZQ18,A0A0H2ZQ18_STRP2
,ABJ55380.1,A0A0H2ZQ19,A0A0H2ZQ19_STRP2
,ABJ54996.1,A0A0H2ZQ20,A0A0H2ZQ20_STRP2
,ABJ54846.1,A0A0H2ZQ21,A0A0H2ZQ21_STRP2
,ABJ54807.1,A0A0H2ZQ22,A0A0H2ZQ22_STRP2
,ABJ55328.1,A0A0H2ZQ23,A0A0H2ZQ23_STRP2
,ABJ55001.1,A0A0H2ZQ24,A0A0H2ZQ24_STRP2
,ABJ54851.1,A0A0H2ZQ26,A0A0H2ZQ26_STRP2
,ABJ54812.1,A0A0H2ZQ27,A0A0H2ZQ27_STRP2
,ABJ55334.1,A0A0H2ZQ28,A0A0H2ZQ28_STRP2
,ABJ55392.1,A0A0H2ZQ29,A0A0H2ZQ29_STRP2
,ABJ55340.1,A0A0H2ZQ31,A0A0H2ZQ31_STRP2
,ABJ54856.1,A0A0H2ZQ32,A0A0H2ZQ32_STRP2
,ABJ54817.1,A0A0H2ZQ33,A0A0H2ZQ33_STRP2
,ABJ55346.1,A0A0H2ZQ34,A0A0H2ZQ34_STRP2
,ABJ55398.1,A0A0H2ZQ35,A0A0H2ZQ35_STRP2
,ABJ55351.1,A0A0H2ZQ36,A0A0H2ZQ36_STRP2
,ABJ54823.1,A0A0H2ZQ37,A0A0H2ZQ37_STRP2
,ABJ55011.1,A0A0H2ZQ38,A0A0H2ZQ38_STRP2
,ABJ55356.1,A0A0H2ZQ40,A0A0H2ZQ40_STRP2
,ABJ55363.1,A0A0H2ZQ41,A0A0H2ZQ41_STRP2
,ABJ55016.1,A0A0H2ZQ42,A0A0H2ZQ42_STRP2
,ABJ55406.1,A0A0H2ZQ43,A0A0H2ZQ43_STRP2
,ABJ54868.1,A0A0H2ZQ44,A0A0H2ZQ44_STRP2
,ABJ54829.1,A0A0H2ZQ45,A0A0H2ZQ45_STRP2
,ABJ55371.1,A0A0H2ZQ46,A0A0H2ZQ46_STRP2
,ABJ55023.1,A0A0H2ZQ47,A0A0H2ZQ47_STRP2
,ABJ55377.1,A0A0H2ZQ48,A0A0H2ZQ48_STRP2
,ABJ55411.1,A0A0H2ZQ49,A0A0H2ZQ49_STRP2
,ABJ54834.1,A0A0H2ZQ50,A0A0H2ZQ50_STRP2
,ABJ55384.1,A0A0H2ZQ51,A0A0H2ZQ51_STRP2
,ABJ55029.1,A0A0H2ZQ52,A0A0H2ZQ52_STRP2
,ABJ55417.1,A0A0H2ZQ53,A0A0H2ZQ53_STRP2
,ABJ54843.1,A0A0H2ZQ54,A0A0H2ZQ54_STRP2
,ABJ55037.1,A0A0H2ZQ55,A0A0H2ZQ55_STRP2
,ABJ55390.1,A0A0H2ZQ56,A0A0H2ZQ56_STRP2
,ABJ55422.1,A0A0H2ZQ57,A0A0H2ZQ57_STRP2
,ABJ54848.1,A0A0H2ZQ58,A0A0H2ZQ58_STRP2
,ABJ55431.1,A0A0H2ZQ60,A0A0H2ZQ60_STRP2
,ABJ55396.1,A0A0H2ZQ61,A0A0H2ZQ61_STRP2
,ABJ54853.1,A0A0H2ZQ62,A0A0H2ZQ62_STRP2
,ABJ55050.1,A0A0H2ZQ63,A0A0H2ZQ63_STRP2
,ABJ55438.1,A0A0H2ZQ64,A0A0H2ZQ64_STRP2
,ABJ54859.1,A0A0H2ZQ66,A0A0H2ZQ66_STRP2
,ABJ54873.1,A0A0H2ZQ67,A0A0H2ZQ67_STRP2
,ABJ55057.1,A0A0H2ZQ69,A0A0H2ZQ69_STRP2
,ABJ55410.1,A0A0H2ZQ70,A0A0H2ZQ70_STRP2
,ABJ54865.1,A0A0H2ZQ71,A0A0H2ZQ71_STRP2
,ABJ55416.1,A0A0H2ZQ72,A0A0H2ZQ72_STRP2
,ABJ54879.1,A0A0H2ZQ73,A0A0H2ZQ73_STRP2
,ABJ55065.1,A0A0H2ZQ74,A0A0H2ZQ74_STRP2
,ABJ55070.1,A0A0H2ZQ80,A0A0H2ZQ80_STRP2
,ABJ55430.1,A0A0H2ZQ81,A0A0H2ZQ81_STRP2
,ABJ54897.1,A0A0H2ZQ83,A0A0H2ZQ83_STRP2
,ABJ55075.1,A0A0H2ZQ84,A0A0H2ZQ84_STRP2
,ABJ54902.1,A0A0H2ZQ86,A0A0H2ZQ86_STRP2
,ABJ55082.1,A0A0H2ZQ88,A0A0H2ZQ88_STRP2
,ABJ54910.1,A0A0H2ZQ89,A0A0H2ZQ89_STRP2
,ABJ55442.1,A0A0H2ZQ90,A0A0H2ZQ90_STRP2
,ABJ55087.1,A0A0H2ZQ92,A0A0H2ZQ92_STRP2
,ABJ54915.1,A0A0H2ZQ93,A0A0H2ZQ93_STRP2
,ABJ55092.1,A0A0H2ZQ95,A0A0H2ZQ95_STRP2
,ABJ54870.1,A0A0H2ZQ97,A0A0H2ZQ97_STRP2
,ABJ55099.1,A0A0H2ZQ98,A0A0H2ZQ98_STRP2
,ABJ54875.1,A0A0H2ZQA0,A0A0H2ZQA0_STRP2
,ABJ55104.1,A0A0H2ZQA2,A0A0H2ZQA2_STRP2
,ABJ55462.1,A0A0H2ZQA3,A0A0H2ZQA3_STRP2
,ABJ54882.1,A0A0H2ZQA4,A0A0H2ZQA4_STRP2
,ABJ54940.1,A0A0H2ZQA5,A0A0H2ZQA5_STRP2
,ABJ55110.1,A0A0H2ZQA6,A0A0H2ZQA6_STRP2
,ABJ55467.1,A0A0H2ZQA7,A0A0H2ZQA7_STRP2
,ABJ54888.1,A0A0H2ZQA8,A0A0H2ZQA8_STRP2
,ABJ54894.1,A0A0H2ZQB0,A0A0H2ZQB0_STRP2
,ABJ55116.1,A0A0H2ZQB1,A0A0H2ZQB1_STRP2
,ABJ55472.1,A0A0H2ZQB2,A0A0H2ZQB2_STRP2
,ABJ54953.1,A0A0H2ZQB3,A0A0H2ZQB3_STRP2
,ABJ54899.1,A0A0H2ZQB5,A0A0H2ZQB5_STRP2
,ABJ54961.1,A0A0H2ZQB6,A0A0H2ZQB6_STRP2
,ABJ54904.1,A0A0H2ZQB7,A0A0H2ZQB7_STRP2
,ABJ55127.1,A0A0H2ZQB8,A0A0H2ZQB8_STRP2
,ABJ54912.1,A0A0H2ZQC0,A0A0H2ZQC0_STRP2
,ABJ55135.1,A0A0H2ZQC1,A0A0H2ZQC1_STRP2
,ABJ54973.1,A0A0H2ZQC2,A0A0H2ZQC2_STRP2
,ABJ54978.1,A0A0H2ZQC5,A0A0H2ZQC5_STRP2
,ABJ55146.1,A0A0H2ZQC6,A0A0H2ZQC6_STRP2
,ABJ55480.1,A0A0H2ZQC7,A0A0H2ZQC7_STRP2
,ABJ54928.1,A0A0H2ZQC8,A0A0H2ZQC8_STRP2
,ABJ54984.1,A0A0H2ZQC9,A0A0H2ZQC9_STRP2
,ABJ54936.1,A0A0H2ZQD2,A0A0H2ZQD2_STRP2
,ABJ54989.1,A0A0H2ZQD3,A0A0H2ZQD3_STRP2
,ABJ55159.1,A0A0H2ZQD4,A0A0H2ZQD4_STRP2
,ABJ55491.1,A0A0H2ZQD5,A0A0H2ZQD5_STRP2
,ABJ54942.1,A0A0H2ZQD6,A0A0H2ZQD6_STRP2
,ABJ54994.1,A0A0H2ZQD7,A0A0H2ZQD7_STRP2
,ABJ55497.1,A0A0H2ZQD8,A0A0H2ZQD8_STRP2
,ABJ55479.1,A0A0H2ZQD9,A0A0H2ZQD9_STRP2
,ABJ55000.1,A0A0H2ZQE2,A0A0H2ZQE2_STRP2
,ABJ55503.1,A0A0H2ZQE3,A0A0H2ZQE3_STRP2
,ABJ55509.1,A0A0H2ZQE5,A0A0H2ZQE5_STRP2
,ABJ55005.1,A0A0H2ZQE6,A0A0H2ZQE6_STRP2
,ABJ54956.1,A0A0H2ZQE7,A0A0H2ZQE7_STRP2
,ABJ55490.1,A0A0H2ZQE8,A0A0H2ZQE8_STRP2
,ABJ55514.1,A0A0H2ZQF1,A0A0H2ZQF1_STRP2
,ABJ55010.1,A0A0H2ZQF2,A0A0H2ZQF2_STRP2
,ABJ55502.1,A0A0H2ZQF5,A0A0H2ZQF5_STRP2
,ABJ55176.1,A0A0H2ZQF6,A0A0H2ZQF6_STRP2
,ABJ55508.1,A0A0H2ZQF7,A0A0H2ZQF7_STRP2
,ABJ55015.1,A0A0H2ZQF8,A0A0H2ZQF8_STRP2
,ABJ54969.1,A0A0H2ZQG0,A0A0H2ZQG0_STRP2
,ABJ55182.1,A0A0H2ZQG1,A0A0H2ZQG1_STRP2
,ABJ55513.1,A0A0H2ZQG2,A0A0H2ZQG2_STRP2
,ABJ55022.1,A0A0H2ZQG4,A0A0H2ZQG4_STRP2
,ABJ54975.1,A0A0H2ZQG7,A0A0H2ZQG7_STRP2
,ABJ55187.1,A0A0H2ZQG8,A0A0H2ZQG8_STRP2
,ABJ55028.1,A0A0H2ZQH1,A0A0H2ZQH1_STRP2
,ABJ54981.1,A0A0H2ZQH2,A0A0H2ZQH2_STRP2
,ABJ55196.1,A0A0H2ZQH5,A0A0H2ZQH5_STRP2
,ABJ54986.1,A0A0H2ZQH9,A0A0H2ZQH9_STRP2
,ABJ55202.1,A0A0H2ZQI2,A0A0H2ZQI2_STRP2
,ABJ54991.1,A0A0H2ZQI3,A0A0H2ZQI3_STRP2
,ABJ55049.1,A0A0H2ZQJ1,A0A0H2ZQJ1_STRP2
,ABJ55002.1,A0A0H2ZQJ3,A0A0H2ZQJ3_STRP2
,ABJ55056.1,A0A0H2ZQJ6,A0A0H2ZQJ6_STRP2
,ABJ55007.1,A0A0H2ZQJ9,A0A0H2ZQJ9_STRP2
,ABJ55063.1,A0A0H2ZQK1,A0A0H2ZQK1_STRP2
,ABJ55224.1,A0A0H2ZQK8,A0A0H2ZQK8_STRP2
,ABJ55018.1,A0A0H2ZQL1,A0A0H2ZQL1_STRP2
,ABJ55074.1,A0A0H2ZQL4,A0A0H2ZQL4_STRP2
,ABJ55024.1,A0A0H2ZQL8,A0A0H2ZQL8_STRP2
,ABJ55080.1,A0A0H2ZQL9,A0A0H2ZQL9_STRP2
,ABJ55030.1,A0A0H2ZQM5,A0A0H2ZQM5_STRP2
,ABJ55246.1,A0A0H2ZQM9,A0A0H2ZQM9_STRP2
,ABJ55038.1,A0A0H2ZQN0,A0A0H2ZQN0_STRP2
,ABJ55251.1,A0A0H2ZQN6,A0A0H2ZQN6_STRP2
,ABJ55044.1,A0A0H2ZQN7,A0A0H2ZQN7_STRP2
,ABJ55097.1,A0A0H2ZQP0,A0A0H2ZQP0_STRP2
,ABJ55052.1,A0A0H2ZQP4,A0A0H2ZQP4_STRP2
,ABJ55109.1,A0A0H2ZQQ2,A0A0H2ZQQ2_STRP2
,ABJ55066.1,A0A0H2ZQQ5,A0A0H2ZQQ5_STRP2
,ABJ55114.1,A0A0H2ZQQ7,A0A0H2ZQQ7_STRP2
,ABJ55267.1,A0A0H2ZQQ8,A0A0H2ZQQ8_STRP2
,ABJ55071.1,A0A0H2ZQR0,A0A0H2ZQR0_STRP2
,ABJ55120.1,A0A0H2ZQR1,A0A0H2ZQR1_STRP2
,ABJ55277.1,A0A0H2ZQR9,A0A0H2ZQR9_STRP2
,ABJ55083.1,A0A0H2ZQS3,A0A0H2ZQS3_STRP2
,ABJ55282.1,A0A0H2ZQS6,A0A0H2ZQS6_STRP2
,ABJ55088.1,A0A0H2ZQS8,A0A0H2ZQS8_STRP2
,ABJ55288.1,A0A0H2ZQS9,A0A0H2ZQS9_STRP2
,ABJ55294.1,A0A0H2ZQT3,A0A0H2ZQT3_STRP2
,ABJ55150.1,A0A0H2ZQT8,A0A0H2ZQT8_STRP2
,ABJ55299.1,A0A0H2ZQT9,A0A0H2ZQT9_STRP2
,ABJ55157.1,A0A0H2ZQU4,A0A0H2ZQU4_STRP2
,ABJ55111.1,A0A0H2ZQV0,A0A0H2ZQV0_STRP2
,ABJ55310.1,A0A0H2ZQV2,A0A0H2ZQV2_STRP2
,ABJ55170.1,A0A0H2ZQV5,A0A0H2ZQV5_STRP2
,ABJ55315.1,A0A0H2ZQV8,A0A0H2ZQV8_STRP2
,ABJ55123.1,A0A0H2ZQW1,A0A0H2ZQW1_STRP2
,ABJ55320.1,A0A0H2ZQW3,A0A0H2ZQW3_STRP2
,ABJ55181.1,A0A0H2ZQW6,A0A0H2ZQW6_STRP2
,ABJ55130.2,A0A0H2ZQW7,A0A0H2ZQW7_STRP2
,ABJ55186.1,A0A0H2ZQX1,A0A0H2ZQX1_STRP2
,ABJ55136.1,A0A0H2ZQX2,A0A0H2ZQX2_STRP2
,ABJ55332.1,A0A0H2ZQX7,A0A0H2ZQX7_STRP2
